|question|ps_0|ps_1|ps_2|right_answer_id
3216|Международная федерация керлинга была основана в этом году.|1950|1801|1906|0
3217|Какое из этих событий произошло раньше других?|Ледовое побоище|Ливонская война|Битва на реке Воже|0
3218|Какой остров самый большой в мире?|Гренландия|Крит|Мадагаскар|0
3219|Какой российский император родился в Москве?|Александр I|Александр II|Александр III|1
3220|Какая гора считается местом вознесения Иисуса Христа?|Елеонская|Масис|Фавор|0
3221|Какая планета Солнечной системы является самой маленькой из планет земной группы?|Меркурий|Марс|Земля|0
3222|Как в скандинавской мифологии звали первых людей?|Аск и Эмбла|Фрейр и Фрейя|Адам и Ева|0
3223|Сколько раз Леонардо Ди Каприо был номинантом «Оскара»?|4|1|3|0
3224|Сколько костей в скелете взрослого человека?|Около 205-207|Около 220-223|Около 270-275|0
3225|Какая температура поверхности у солнца?|4 290 К|5 778 К|9 940 К|1
3226|На флаге какого из этих городов изображён медведь?|Нижний Новгород|Архангельск|Пермь|2
3227|Какова средняя продолжительность жизни комнатной мухи?|2-4 недели|2-3 года|5 месяцев|0
3228|Как, согласно древнегреческой мифологии, зовут одну из античных муз?|Терпсихора|Аполлонида|Афродита|0
3229|Что из этого монгольский боевой клич?|Ураза|Ура|Урагха|2
3230|В каком году произошёл дворцовый переворот в Михайловском замке?|1814|1801|1825|1
3231|В каком году проходила первая велогонка Tour de France?|1916|1909|1903|2
3232|Какой республики НЕ было в СССР в момент образования в 1922 году?|Казахская СССР|Украинская СССР|Закавказская СССР|0
3233|Сколько лет заняло строительство Миланского собора?|579|359|649|0
3234|Как звали актрису, которая играла Харли Квинн в фильме «Отряд самоубийц»?|Кара Делевинь|Виола Девис|Марго Робби|2
3235|Сколько подвигов, как принято считать, совершил Геракл?|12|20|10|0
3236|Персонажем какого фильма является Джейсон Вурхиз?|«Пятница, 13-е»|«Хэллоуин»|«Кошмар на улице вязов»|0
3237|Какой город выглядит на карте как звезда с девятью лучами?|Варанаси (Индия)|Фунфуа (Китай)|Пальманова (Италия)|2
3238|Какой вид изгиба НЕ изучает сопромат?|Прямой|Кривой|Косой|1
3239|Как называют самца пчелы?|Работяга|Трутень|Трудяга|1
3240|Как звали первую собаку, выведенную на орбиту Земли?|Белка|Стрелка|Лайка|2
3241|В какой республике НЕТ природного источника пресной воды?|Мальта|Мьянма|Малави|0
3242|Каков рекорд продолжительности человеческой жизни?|231 год|187 лет|256 лет|2
3243|Что изучает селенолог?|Сели|Луну|Древние поселения|1
3244|В каком году на экраны вышел фильм братьев Вачовски «Матрица»?|2000|1998|1999|2
3245|Как зовут деда Торина Дубощита в трилогии Дж. Р. Р. Толкина «Хоббит»?|Тор|Траин|Трор|2
3246|В каком году впервые отметили Международный день защиты детей?|1950|1949|1961|0
3247|Какая трава является самой высокой?|Полынь|Бамбук|Осока|1
3248|Что из этого Гермес украл раньше двух остальных?|Лук и стрелы Аполлона|Скипетр Зевса|Стадо коров|2
3249|Богинями чего являются мойры в  древнегреческой мифологии?|Бессмертия|Судьбы|Любви|1
3250|Как на латыни называется планета Венера?|Venus|Venerus|Veles|0
3251|Как называется боевое спецподразделение в сериале «Морские дьяволы»?|Спектр|Смерч|Тайфун|2
3252|Какие облака обычно расположены выше других?|Перистые|Слоистые|Высококучевые|0
3253|Какая команда победила на чемпионате Европы по футболу 2016 года?|Франция|Германия|Португалия|2
3254|Кому посвящена скульптура «Медный всадник»?|Пётру l|Николаю l|Александру Невскому|0
3255|На каком языке ведется счёт в тхэквондо?|Тайваньский|Корейский|Китайский|1
3256|В каком году был основан город Магнитогорск?|1949|1839|1929|2
3257|Какой фильм НЕ собрал «Большую пятерку» на кинопремии «Оскар»?|Титаник|Молчание ягнят|Пролетая над гнездом кукушки|0
3258|Сколько деревянных брусков в классическом варианте игры «Дженга»?|54|60|62|0
3259|Кто является создателем языка программирования «Паскаль»?|Блез Паскаль|Томас Курц|Никлаус Вирт|2
3260|Что является названием вида утки?|Мандаринка|Клубничка|Вишенка|0
3261|Сколько пар черепномозговых нервов у человека?|12|8|22|0
3262|Какой элемент не является галогеном?|Йод|Хлор|Медь|2
3263|Из какого вида растений производят мексиканскую текилу?|Голубая агава|Кактус|Ананас|0
3264|Как звали лошадь Алексея Вронского в произведении «Анна Каренина» Л. Н. Толстого?|Маренго|Фли-Фли|Фру-Фру|2
3265|Какой самолёт называют «кукурузником»?|Як-40|Ан-24|Ан-2|2
3266|В каком году была Куликовская битва?|1390|1360|1380|2
3267|Кто из гонщиков является обладателем наибольшего количества титулов чемпиона Формулы-1?|Эмерсон Фиттипальди|Ален Прост|Михаэль Шумахер|2
3268|К какому семейству относится клевер?|Розоцветные|Крестоцветные|Бобовые|2
3269|Как в языкознании называются слова, которые звучат одинаково, но пишутся по-разному и имеют разное значение?|Омонимы|Паронимы|Омофоны|2
3270|Как иначе называли эпоху Возрождения?|Средневековье|Ренессанс|Античность|1
3271|Сколько океанов омывает Россию?|4|3|1|1
3272|В каком городе существует единственный в мире плавучий приют для кошек?|Гамбург|Амстердам|Венеция|1
3273|Какая хоккейная команда выиграла зимние Олимпийские игры 2018 года?|Олимпийские атлеты из России|Германия|Канада|0
3274|Как называется беспорядочное перемещение частиц твёрдого вещества?|Дарвиновское движение|Ньютоновское движение|Броуновское движение|2
3275|В каком году родился В. В. Путин?|1956|1969|1952|2
3276|В каком виде спорта есть игрок с амплуа «полусредний»?|Гандбол|Баскетбол|Волейбол|0
3277|У какого из перечисленных животных больше всего зубов?|Улитка|Акула|Лев|0
3278|Какая фамилия была у Сталина?|Джангулашвили|Джавахандзе|Джугашвили|2
3279|Кого в футбольном сообществе называют «королём футбола»?|Пеле|Месси|Криштиану Роналду|0
3280|Кто играл главного героя в первом фильме киновселенной Marvel?|Роберт Дауни-мл.|Крис Эванс|Скарлетт Йоханссон|0
3281|Какая медаль была вручена Юрию Гагарину первой после полета в космос?|«За освоение целинных земель»|«За трудовую доблесть»|«Золотая Звезда»|0
3282|Какое из этих двудольных растений не относится к семейству Бобовые?|Люцерна|Живокость|Клевер|1
3283|Откуда родом кинорежиссер Андрей Звягинцев?|Новосибирск|Екатеринбург|Красноярск|0
3284|Памятник какой великой троице футболистов «Манчестер Юнайтед» установлен около стадиона «Олд Траффорд»?|Руни, Роналду, Тевес|Бест, Лоу, Чарльтон|Анри, Виера, Гиггз|1
3285|В каком году была основана фирма Lego?|1926|1932|1899|1
3286|Какой баскетболист получил Оскар в 2018 году?|Майкл Джордан|ЛеБрон Джеймс|Коби Брайант|2
3287|Сколько братьев было у главной героини сказки Г. Х. Андерсена «Дикие лебеди»?|5|15|11|2
3288|Как называется водная оболочка земли?|Атмосфера|Мезосфера|Гидросфера|2
3289|Какая самая близкая звезда к Земле?|Солнце|Венера|Луна|0
3290|Сколько пальцев на лапах у кроликов?|16|20|18|2
3291|Какой из известных политиков носил прозвище «Лимонадный Джо»?|Борис Ельцин|Михаил Горбачев|Джон Кеннеди|1
3292|В каком году Россия проводила зимние Олимпийские игры?|1980|2014|2010|1
3293|Какой дракон служит королю ночи в сериале «Игра престолов»?|Сиракс|Визерион|Рейгаль|1
3294|Когда родилась королева Великобритании Елизавета Вторая?|21 апреля 1926 года|22 июля 1929 года|6 февраля 1952 года|0
3295|Кто был первым первым председателем Совета Народных Комиссаров РСФСР?|Л. И. Брежнев|И. В. Сталин|В. И. Ленин|2
3296|Сколько копчиковых позвонков в норме у человека?|2 или 3|1|4 или 5|1
3297|Сколько лет было Есенину на момент его смерти?|28|59|30|2
3298|Кто из бывших музыкантов группы «Кино» стал основателем группы «Ю-Питер»?|Густав Гурьянов|Юрий Каспарян|Александр Титов|1
3299|Каким псевдонимом НЕ подписывался А. П. Чехов?|Брат моего брата|Фельетонист|Шампанский|1
3300|Что означает название фирмы Reebok?|Антилопа|Акула|Гепард|0
3301|Кто был режиссёром фильма «В бой идут одни старики»?|Сергей Фёдорович Бондарчук|Фёдор Сергеевич Бондарчук|Леонид Фёдорович Быков|2
3302|Стакан парного молока был один, а коров СТОЛЬКО.|33|44|122|0
3303|Какой футбольный игрок имел прозвище «Дядя»?|Джузеппе Бергоми|Луиш Фигу|Диего Марадона|0
3304|Какое из этих веществ растворяет золото?|Царская водка|Аммиак|Серная кислота|0
3305|Какой термин означает возвращение на родину военнопленных и гражданских лиц, оказавшихся за ее пределами?|Реабилитация|Репатриация|Реституция|1
3306|Как называется совокупность настоящих и бутафорских предметов для театральных постановок?|Реквием|Панно|Реквизит|2
3307|Какая российская автономная республика полностью окружена Краснодарским краем?|Карачаево-Черкесия|Адыгея|Абхазия|1
3308|Кто стал чемпионом мира по Формуле-1 в 1976 году?|Клей Регаццони|Ники Лауда|Джеймс Хант|2
3309|В каком городе родился Иван Алексеевич Бунин?|Тамбов|Воронеж|Екатеринбург|1
3310|К какому семейству вирусов принадлежит ВИЧ?|Рабдовирусы|Тогавирусы|Ретровирусы|2
3311|Как зовут официальный талисман ЧМ-2018 по футболу?|Побеждака|Выигрывалка|Забивака|2
3312|День начала Октябрьской социалистической революции?|7 ноября|27 октября|14 октября|0
3313|Какое сердце у крокодила?|Пятикамерное|Четырехкамерное|Трехкамерное|1
3314|Назовите раздел медицины, изучающий системные заболевания соединительной ткани?|Иммунология|Сурдология|Ревматология|2
3315|На каком полуострове расположено государство Греция?|Апеннинский|Балканский|Скандинавский|1
3316|К какому отряду относится городская ласточка?|Воробьинообразные|Ракшеобразные|Стрижеобразные|0
3317|Чем является Луна?|Звезда|Метеорит|Спутник|2
3318|Какое настоящее имя у Максима Горького?|Максим|Алексей|Гриша|1
3319|В каком возрасте умер Антон Павлович Чехов?|39|46|44|2
3320|В какой части тела располагается мениск?|Таз|Колено|Щиколотка|1
3321|На какой глубине покоятся обломки «Титаника»?|2516 м|3055 м|3750 м|2
3322|Как называется самая большая из известных звезд во Вселенной?|Бетельгейзе|Сириус|VY Большого Пса|2
3323|Где появился первый аккордеон?|Париж|Вена|Прага|1
3324|Какова максимальная глубина Баренцева моря в метрах?|700|650|600|2
3325|Что выделяется при фотосинтезе?|Кислород|Гелий|Углекислый газ|0
3326|Как называется максимально близкое расположение Луны к Земле?|Апогей|Перигей|Апологет|1
3327|В каком году был основан футбольный клуб «Реал Мадрид»?|1932|1902|1922|1
3328|Именно столько рун было в руническом алфавите?|16|91|44|0
3329|Как называется самый крупный среди современных грызунов?|Капибара|Бобёр|Крыса|0
3330|Сколько игр за всю карьеру было у баскетболиста Майкла Джордана?|848|1486|1072|2
3331|Какая наука изучает закономерности передачи наследственных признаков?|Генетика|Систематика|Биохимия|0
3332|Сколько парадов прошло на Красной площади Москвы за время Великой Отечественной войны?|2|1|5|0
3333|Как звали сову Гарри Поттера?|Бирка|Букля|Бакля|1
3334|На какой позиции играл футболист Филлип Лам?|Левый защитников и правый защитник|Опорный полузащитник|Защитник и полузащитник|2
3335|Кто написал балет «Щелкунчик»?|Рахманинов|Чайковский|Моцарт|1
3336|На какой реке стоит город Пермь?|Кама|Белая|Волга|0
3337|Как называется домашний стадион клуба «Реал Мадрид»?| «Сантьяго Бернабеу»|«Камп Ноу»|«Альянц Арена»|0
3338|СТОЛЬКИХ жен разрешено иметь в Ингушетии с 1999 г.|4|1|6|0
3339|Сколько ступеней в Пизанской башне?|294|321|299|0
3340|Какая тональность параллельна до мажору?|Ля минор|До минор|Ми минор|0
3341|Как звали бога солнца в Древней Греции?|Зевс|Гелиос|Омон Ра|1
3342|В честь какого ученого назван хомяк в мультсериале «Новаторы»?|Никола Тесла|Исаак Ньютон|Альберт Эйнштейн|0
3343|Какой город является столицей Уганды?|Панама|Кампала|Уагадугу|1
3344|В каком году был основан Санкт-Петербург?|1703|1692|1714|0
3345|Сколько граней имеет додекаэдр?|12|8|16|0
3346|Какая была первая покупка, в которой был использован штрихкод для сканирования товара?|Чипсы|Упаковка жевательной резинки|Шоколадная плитка|1
3347|Сколько побед в хоккее одержала сборная СССР в суперсерии против Канады в 1972 году?|1|3|2|1
3348|Как называется плод рябины?|Гроздь|Ягода|Яблоко|2
3349|Кому из этих учёных была предложена должность президента страны?|Чарльз Дарвин|Альберт Эйнштейн|Джеймс Максвелл|1
3350|Кто, согласно греческой мифологии, совершил 12 подвигов?|Зевс|Одиссей|Геракл|2
3351|Кто изобрёл рельефный алфавит для слепых?|Франсиско Лукаса|Луи Брайль|Валентин Гаюи|1
3352|Сколько примерно зубов у улитки?|15 500|10 000|25 000|2
3353|Как называется замедление сердечного ритма?|Тахикардия|Брадикардия|Экстрасистолия|1
3354|Как называется родная планета Доктора Кто?|Галлифрей|Раксакорикофаллапаториус|Дариллиум|0
3355|У кого Таисия Повалий «одолжила» мужчину в одной из песен?|У сестры|У подруги|У матери|1
3356|Кто является режиссером культового российского фильма «Покровские ворота»?|Петр Кудинов|Владимир Шаров|Михаил Казаков|2
3357|Какое из перечисленных озёр находится территории Казахстана?|Озеро Балхаш|Онежское озеро|Хантайское озеро|0
3358|В каком году Тверь стала центром Тверского княжества?|1327|1247|1147|1
3359|В какой стране самая большая плотность населения?|Монако|Китай|Ватикан|0
3360|Какой корабль в 1900 году спустил на воду лично Николай Второй?|Броненосец «Потемкин»|Крейсер «Варяг»|Крейсер «Аврора»|2
3361|Как называется прибор для измерения атмосферного давления?|Барометр|Гидрометр|Тонометр|0
3362|Какой город находится ровно на Полярном круге?|Салехард|Нарьян-Мар|Архангельск|0
3363|Кто стал победителем Формулы-1 в 1988 году?|Михаэль Шумахер|Айртон Сенна|Герхард Бергер|1
3364|К какому подотряду относится нарвал?|Зубатые киты|Зубатые акулы|Беззубые дельфины|0
3365|Какому королю Жанна д'Арк помогла взойти на престол?|Карл V|Карл VI|Карл VII|2
3366|Какую болезнь называют «царской»?|Порфирия|Адентия|Гемофилия|2
3367|Через какие горы в Европе перешла русская армия во главе с Суворовым?|Пиренеи|Кавказкие|Альпы|2
3368|Кто убил Квай-Гон Джинна в фильме «Звёздные войны:  Скрытая угроза»?|Дарт Вейдер|Дарт Мол|Граф Дуку|1
3369|Как называется продажа товаров за границу?|Эмбарго|Импорт|Экспорт|2
3370|Сколько попыток дается спортсмену для прыжка в высоту с разбега на каждом новом уровне планки?|2|4|3|2
3371|Когда правила Екатерина II?|1762—1796|1862—1897|1702—1736|0
3372|Сколько грамм золота обычно содержится в олимпийской медали?|10|4|6|2
3373|Сколько костей у акулы?|142|0|86|1
3374|"Покушение на Брежнева, американцы на Луне, гостиница ""Россия"", путешествия Тура Хейердала, фильм ""Бриллиантовая рука"", фигуристы Роднина и Уланов, куры-бройлеры, вооруженный конфликт на острове Даманский."|1969|1801|1876|0
3375|"В тюрьме ""Огненный остров"" на данный момент содержатся 178 человек, приговоренных к пожизненному заключению. Наблюдают за ними именно СТОЛЬКО ТЮРЕМЩИКОВ."|178|16|101|0
3376|Какой из этих элементов НЕ является галогеном?|Иод|Фтор|Медь|2
3377|Как звали папу Дяди Фёдора, согласно книге Эдуарда Успенского «Простоквашино»?|Павел|Николай|Дмитрий|2
3378|В каком году вышел первый фильм из серии «Звёздные войны»?|1999|1980|1977|2
3379|Какая протяженность у МКАД?|Около 110 км|Около 150 км|Около 130 км|0
3380|В какой области находится город Буй?|Ярославская область|Вологодская область|Костромская область|2
3381|Что из этого НЕ является растением?|Геренук|Непентес|Такка|0
3382|Как называется линия соприкосновения спокойной поверхности воды с корпусом плавающего судна?|Линия водораздела|Ватерлиния|Линия жизни|1
3383|Что означает «эрроризм»?|Собрание ошибок в официальных документах|Коллекционирование бракованных монет|Список опечаток в книге|1
3384|Как называется устройство для гашения колебаний и поглощения толчков и ударов подвижных элементов?|Поглотитель|Ароматизатор|Амортизатор|2
3385|Сколько глаз у паука-волка?|6|8|7|1
3386|Какое прозвище носит футболист Джердан Шакири?|XL|Халк|XS|2
3387|Какую из этих книг написал Дэн Браун?|«Перси Джексон и похититель молний»|«Точка обмана»|«Одержимый»|1
3388|В каком городе находится Ельцин-центр и музей Бориса Ельцина?|Санкт-Петербург|Екатеринбург|Москва|1
3389|Какую из этих песен написала группа Twenty One Pilots?|Enter Sandman|Roots|Doubt|2
3390|Какая религия считается самой древней?|Буддизм|Индуизм|Ислам|1
3391|В каком месяце была дуэль Онегина и Ленского?|Февраль|Январь|Март|1
3392|Как звали первое животное, выведенное на орбиту Земли?|Белка|Звёздочка|Лайка|2
3393|Что такое «савоярди»?|Печенье|Алкогольный напиток|Торт|0
3394|В каком году был основан белорусский футбольный клуб «Динамо-Брест»?|1960|1963|1967|0
3395|Этот спутник Юпитера был назван так по имени аргосского царя|Ио|Европа|Ганимед|0
3396|Как называется столица Гондураса?|Сан-Педро-Сула|Эль-Прогрессо|Тегусигальпа|2
3397|Платье какого цвета обычно носит Мардж Симпсон?|Синего|Жёлтого|Зелёного|2
3398|В каком году была основана компания Google?|1994|1998|1976|1
3399|Какой орган человека весит меньше всего?|Почки|Печень|Лёгкие|2
3400|Какая страна НЕ выигрывала в футбольных чемпионатах мира?|Хорватия|Уругвай|Аргентина|0
3401|Как называют Японию её жители?|Нихон|Нихао|Нахал|0
3402|Кто был первым вокалистом группы «AC/DC»?|Бон Скотт|Дэйв Эванс|Брайан Джонсон|1
3403|Какое самое высокое здание в Европе?|Лахта Центр|Башня Федерация|Башня ОКО|0
3404|Какое правило используется чтобы определить направление силы Ампера?|Правило левой руки|Правило правой рукой|Правило буравчика|0
3405|Какой из этих городов никогда не был столицей Польши?|Гданьск|Люблин|Варшава|0
3406|К какому классу относят тритонов?|Млекопитающие|Амфибии|Рептилии|1
3407|Одним из направлений какой религиозной философии является учение дзэн?|Иудаизм|Индуизм|Буддизм|2
3408|Какой гормон НЕ вырабатывается в надпочечниках?|Вазопрессин|Норадреналин|Кортизон|0
3409|Какой мореплаватель совершил первое кругосветное путешествие?|Боб Бимон|Фернан Магеллан|Фрэнсис Дрейк|1
3410|Как по-другому называется масляная кислота?|Пропановая|Бутановая|Кератиновая|1
3411|Какой из этих бальных танцев зародился в Бразилии?|Джайв|Самба|Румба|1
3412|Созвездие Девы является именно таким по номеру в зодиаке.|6|5|0|0
3413|Какое из перечисленных небесных тел является спутником Юпитера?|Деспина|Каллисто|Псамафа|1
3414|Кто из трёх поросят построил каменный домик?|Наф-Наф|Ниф-Ниф|Нуф-Нуф|0
3415|В каком году была выпущена первая часть легендарного симулятора жизни The Sims для Windows?|2002|2005|2000|2
3416|Как называется заболевание, вызываемое недостатком в организме тиамина?|Бери-бери|Дай-дай|На-на|0
3417|Какому из соединений комплементарен цитозин?|Гуанин|Аденин|Урацил|0
3418|Как называются волоски на заростке папоротника, выполняющие функции корней?|Ризофоры|Корненосцы|Ризоиды|2
3419|Где родился писатель Виктор Петрович Астафьев?|Село Овсянка|Село Новые Луки|Город Москва|0
3420|Сколько томов в романе Толстого «Война и мир»?|1|4|2|1
3421|Как называют японские комиксы?|Манга|Аниме|Стрип|0
3422|У кого голубая кровь и три сердца?|У осьминога|У медузы|У морской коровы|0
3423|Прототипом какой современной игры в XIV веке являлась игра «Жё де пом»?|Баскетбол|Волейбол|Теннис|2
3424|Кто является автором книги «Оно»?|Стивен Спилберг|Стивен Кинг|Стивен Хокинг|1
3425|В каком году впервые была использована трехочковая линия в баскетболе?|1930|1961|1945|2
3426|Играя в Pac-Man, привидение какого цвета вы сможете увидеть?|Зелёный|Красный|Фиолетовый|1
3427|Кто из российских футболистов играл за английский клуб «Тоттенхэм»?|Роман Павлюченко|Юрий Жирков|Андрей Аршавин|0
3428|Кто был отцом древнегреческого бога Протея?|Зевс|Кронос|Посейдон|2
3429|Какой город является столицей Гренландии?|Нуук|Тироль|Анкоридж|0
3430|В каком году Лев Яшин получил «Золотой мяч» ?|1963|1960|1961|0
3431|Как называется вырост грудины, к которому прикрепляются сильно развитые грудные мышцы у позвоночных животных?|Кий|Гиль|Киль|2
3432|В каком году состоялся первый в истории матч за звание чемпиона мира по шахматам?|1886|1894|1921|0
3433|Какая высота у самой высокой горы в России?|6 190 метров|5 642 метра|8 848 метров|1
3434|Когда празднуют свой день рождение близнецы Фред и Джордж Уизли из серии книг о Гарри Поттере?|31 декабря|8 марта|1 апреля|2
3435|Как называется столица Татарстана?|Набережные Челны|Казань|Нижнекамск|1
3436|Что НЕ является главным связующим компонентом при производстве бетона?|Вода|Цемент|Щебень|2
3437|Сколько всего областей в Республике Беларусь?|8|9|7|2
3438|Когда началась Первая мировая война?|11 ноября 1918 г.|28 июля 1914 г.|28 апреля 1914 г.|1
3439|Сколько раз сборная Россия выигрывала чемпионат мира по футболу?|2|1|0|2
3440|Кто чаще всех выигрывал Кубок Испании по футболу?|«Реал Мадрид»|«Атлетико Мадрид»|«Барселона»|2
3441|На территории какого города находится Ватикан?|Андорра-Ла-Велья|Шанхай|Рим|2
3442|Сколько братьев в актерской династии Болдуинов?|2|4|3|1
3443|Как по-другому называется воспаление костного мозга?|Остеомиелит|Пиелонефрит|Рахит|0
3444|К какому литературному направлению принадлежит творчество В. В. Маяковского?|Футуризм|Реализм|Символизм|0
3445|Чем «баловались» Карлсон и Малыш в мультфильме?|Спичками|Плюшками|Блинами|1
3446|Как назывался античный город-государство?|Полис|Республика|Колония|0
3447|Что такое «инфлюэнца»?|Грипп|ОРВИ|ВИЧ|0
3448|Кто автор пассионарной теории онтогенеза?|Иван Павлов|Лев Гумилёв|Джон Уотсон|1
3449|Как до переименования называлась Спасская башня Московского Кремля?|Орловская|Фроловская|Покровская|1
3450|Как называется зажим для гитары, который используют для изменения тона звучания струн?|Медиатор|Каподастр|Тюнер|1
3451|Какая команда выиграла Чемпионат мира по футболу в 1958 году?|Бразилия|СССР|Швеция|0
3452|В каком году началась Столетняя война?|1437|1337|1637|1
3453|Кто такие «америнды»?|Птицы|Индейцы|Насекомые|1
3454|Кто был первым князем Великого княжества Литовского?|Ольгерд|Миндовг|Ягайло|1
3455|Какая страна формально находилась в состоянии войны с Японией с 1904 по 2006 год?|Черногория|Россия|Китай|0
3456|Какой необычной жидкостью наполнено озеро Пич-Лейк на острове Тринидад?|Жидкий асфальт|Жидкое мыло|Жидкие гвозди|0
3457|За счёт чего разбогател Незнайка  на Луне?|Нашёл алмазы|Нашёл нефть|Нашёл соль|2
3458|Какой российский мультфильм получил «Оскара»?|«Старик и море»|«Домовенок Кузя»|«Ну, погоди!»|0
3459|Какую награду получил Никола Тесла?|Нобелевская премия|Медаль Эдисона|Пулитцеровская премия|1
3460|Кто стал победителем 5-го сезона телепередачи «Голос. Дети»?|Эден Голан|Тали Купер|Рутгер Гарехт|2
3461|Кто НЕ был одним из соведущих программы «Прожекторперисхилтон»?|Сергей Светлаков|Михаил Галустян|Александр Цекало|1
3462|Что такое «литота»?|Сердечное заболевание|Пустыня|Троп |2
3463|Сколько человек убил Родион Раскольников в произведении Ф.  М. Достоевского «Преступление и наказание»?|2|1|3|0
3464|Что помогает определить возраст срубленного дерева?|Цвет коры|Цвет среза|Годичные кольца|2
3465|Какой из этих супергероев имел способности управлять металлом?|Магнето|Человек-муравей|Чудо-женщина|0
3466|В какой из этих игр обходятся без клюшек?|Бенди|Хоккей|Бейсбол|2
3467|Как называется авторское пояснение, предваряющее или сопровождающее ход действия в пьесе?|Сопровождение|Ссылка|Ремарка|2
3468|Какой был возраст у самого молодого в истории победителя конкурса «Евровидение»?|13|15|17|0
3469|Кто был основоположником романтизма в русской литературе?|Пушкин|Жуковский|Лермонтов|1
3470|Какая из этих стран НЕ граничит с Российской Федерацией?|Армения|Монголия|КНДР|0
3471|Как называется мультфильм о приключениях котёнка с необычным именем?|«Котёнок по имени Кукареку»|«Котёнок по имени Гав»|«Котёнок по имени Хрю»|1
3472|Сколько всего гимнов было в истории России и СССР?|8|4|2|0
3473|У кого из этих исполнителей больше наград «Грэмми»?|Стиви Уандер|Куинси Джонс|Бейонсе|1
3474|Кто забил самый красивый гол на ЧМ-2018 в России по версии ФИФА?|Криштиану Роналду|Бенжамен Павар|Денис Черышев|1
3475|Как называется оболочка земли, заселенная живыми организмами?|Литосфера|Гидросфера|Биосфера|2
3476|Какой металл является самым лёгким?|Литий|Цинк|Калий|0
3477|Какая сборная по футболу выиграла Кубок Конфедераций 2017 в России?|Россия|Германия|Португалия|1
3478|Самец какой особи сам вынашивает потомство?|Морской ёж|Морской конёк|Морская свинка|1
3479|Какая из этих пород собак родом из Шотландии?|Сенбернар|Доберман|Колли|2
3480|Какой из этих мультфильмов впервые вышел на экраны в 1999 году?|Мой шумный дом|Космомартышки|Губка Боб Квадратные Штаны|2
3481|Где находится самая большая пустыня?|В Антарктиде|В Нидерландах|В Африке|0
3482|Какая звезда является самой большой в Солнечной системе?|Земля|Луна|Солнце|2
3483|Какого химического элемента НЕТ в таблице Менделеева?|Берлиний|Калифорний|Московий|0
3484|Какой инструмент используют для настройки пианино?|Гаечный ключ|Киянка|Камертон|2
3485|Какой тип РНК по форме напоминает лист клевера?|Информационная |Рибосомная |Транспортная|2
3486|Сколько всего членов семьи в мультсериале «Барбоскины»?|8|9|10|1
3487|Какова приблизительная скорость света?|30 000 метров в секунду|300 000 километров в секунду|300 000 метров в секунду|1
3488|В каком году был придуман персонаж комиксов Человек-паук?|1986|1998|1962|2
3489|Как зовут сына Гомера Симпсона?|Смитерс|Красти|Барт|2
3490|Где находятся японские пирамиды Йонагуни?|В скале|Под водой|Под землёй|1
3491|Как называется водный раствор фтороводорода?|Плавиковая кислота|Ортофторная кислота|Синильная кислота|0
3492|Сколько Олимпиад по греко-римской борьбе выиграл Роман Власов?|4|3|2|2
3493|Какого цвета круг на флаге Японии?|Черный|Красный|Жёлтый|1
3494|Что изображено слева вверху на флаге Намибии?|Луна|Алоэ|Солнце|2
3495|Что послужило поводом к Первой мировой войне?|Разногласия Германии и Италии|Заявление канцлера Бисмарка о нехватке ресурсов|Убийство австро-венгерского наследника|2
3496|В каком городе Воронежской области находится АЭС?|Лиски|Нововоронеж|Семилуки|1
3497|В каком году образовалась Российская империя?|988|1782|1721|2
3498|Какая из этих стран НЕ имеет общей границы с Италией?|Австрия|Словения|Словакия|2
3499|Каков порядок цветов на флаге Франции?|Красный, белый, синий|Синий, белый, красный|Белый, синий, красный|1
3500|В каком городе родился боксер Константин Цзю?|Екатеринбург|Серов|Москва|1
3501|Какая третья цифра после запятой в числе пи?|1|9|5|0
3502|В каких войсках служил генерал-майор Алексей Васильевич Алелюхин?|Сухопутные|Военно-морские|Военно-воздушные|2
3503|Какую реку называют самой короткой в мире?|Хуанхэ|Нева|Репруа|2
3504|Как называется самая широкая река в России?|Кама|Лена|Обь|2
