|question|ps_0|ps_1|ps_2|right_answer_id
1530|Вирусные окаменелости от нескольких тысяч лет назад показывают, как насчет происхождения вирусов?|Ни один из них|они когда-то были маленькими клетками, которые жили паразитически на более крупных.|Они появились и развивались одновременно с жизнью на земле.|0,0
1531|Какая из них не является одним из методов, используемых вирусами, чтобы сделать ячеистую ячейку в новых выпущенных вирусах?|Апоптоз|подарок|вирус|2.0
1532|Первая неделя июня 2007 года была переработана сейчас неделя в Англии. Какие из этих событий были представлены в своей программе?|Строительство тюрьмы, сделанную из переработанных шин.|Красивые женщины, падающие в купальники, сделанные из переработанной стали.|Дети, демонстрирующие, как рециркулировать урана.|1.0
1533|В 2002 году исследовательская команда колледжа построила 42-футовый мост через реку Raritan. Какие были балки для моста?|Рециркулированные школьные стиратели|переработанные шины|переработанные полистирольные чашки и молочные контейнеры|2.0
1534|31 января 2008 года, Китай объявил, что это будет рециркулировать их для резервуары дороги.|Робби Уильямс CD|Старые автомобили|Уголь|0,0
1535|Какая из этих компаний переработала старые кроссовки, чтобы сделать теннисные корты?|Banta|Nike|Adidas|1.0
1536|Исао Миеши» очень умный рециллер из Японии. Что он перерабатывал?|Pachinko Machines|рулетки колеса|зубные протезы|2.0
1537|Fiberfill используется, чтобы сделать лыжные куртки. Что может быть переработано, чтобы сделать достаточно Fiberfill для одной лыжной куртки?|384 фунта газеты|5 пластиковых содовых бутылок|1045 стаканчиков стирола|1.0
1538|Примерно какой процент отходов Америки - это бумаги?|39%|14%|8%|0,0
1539|Диоксид углерода является очень распространенным загрязнителем. Примерно насколько углекислый диоксид производится у среднего американца каждый год?|22 тонны|5 тонн|93 тонны|0.0
1540|В Суссекс, Англия компания ECOPOD компания использует переработанную бумагу, чтобы сделать их.|Гроки|Пищевые канистры|Квартиры|0.0
1541|Какая отец-дочь кинозвезды, как на экране отец и дочери Моисея и ади в кинотеатр Луны?|Ни один из них|Пол Ньюман и Нелл Поттс|Райан Инал и Татум Универ|2.0
1542|Какая песня, включенная на розовый флайдский концептуальный альбом темная сторона луны, содержит следующие тексты песен:|D Гонки вокруг, чтобы снова подняться позади тебя|E Sun одинаково в относительном способе, но ты старше|рта дыхания и однажды ближе к смерти?|
1543|Саундтрек для тех из этих фильмов не включает популярную песню Blue Moon, написанную Ричардом Роджерсом и Лоренцем Харт?|Смазка|горькая луна|голубая луна (2002)|1.0
1544|Какая академия, выигравшего наградами европейским директором и направленным на драму фильма горькую луну, в главной роли от Петра Койот?|Эмир Кустюрика|Милос Форман|Роман Полански|2.0
1545|Какой австралийский поп-дуэт выполнил 1990-е годы, ударил на Луну и обратно?|Ищущие|Дикий сад|Soundgarden|1.0
1546|Имя Сэмюэл Коллериджи длинное стихотворение, которое содержит линии:|D нигде не соблазнил. Оримы древнего моряка|Переимия древнего моряка||
1547|Какая актриса выиграла награду академии за лучшую актрису для изображения Loretta Castorini в романтической комедии Moonstruck?|Олимпия Дукакис|София Лорен|Шер|2.0
1548|Людвиг Ван Бетховен включал итальянскую фразу, Quasi Una Fantasia в названии его фортепиано Соната № 14, популярно известный как лунный соната. Что эта итальянская фраза означает на английском языке?|Просто фантазия|почти фантазия|чистая фантазия|1.0
1549|Назовите альтер эго Marvel Comics Вымышленное персонаж Луны Рыцарь.|Marc Spector|Victor Spector|Стив Роджерс|0.0
1550|Что такое средняя скорость роста нормальных волоковых фолликулов на человеческой кожи головы?|1 мм в день|100 мкм в день|400 мкм в день|2.0
1551|Первые волосы лица появляются в этой области во время полового созревания.|Углы верхней губы|стороны подбородка|нижняя челюсть|0.0
1552|Какой научный термин обозначает волосы тела?|Андрогенные волосы|соматические волосы|Все эти|0.0
1553|Один тип волос на человеческом теле называется Vellus Hair. Где он находится?|На лобковой кости|по всему телу|на пальцах и пальцах|1.0
1554|Если не контролируется, диабет вызывает все следующее, кроме этого.|Слепота|рак толстой кишки|сердечные приступы|1.0
1555|неконтролируемая гипертония (высокое кровяное давление) приводит к всему следующим образом, за исключением этого.|Болезнь сердца|заболевание щитовидной железы|неудача почек|1.0
1556|Сахар в крови проверяется в условиях 2-х условиях: пост и пост-пранди. Помощь средств после нее съедена (например, утром на поднимающемся). Пост-пранди средств после еды. Когда пострандиционные чеки обычно принимают?|30 минут после еды|1 час после еды|2 часа после еды|2.0
1557|Все следующие продукты содержат холестерин, кроме этой пищи.|Яйца|акра жареная в растительном масле|мороженое|1.0
1558|Что из следующего является нормальным настенным сахаром в крови?|Менее 160 мг / дл (8,9 ммоль / л)|менее 140 мг / дл (7,8 ммоль / л)|менее 100 мг / дл (5,6 ммоль / л)|2.0
1559|Что из следующего является обычным пострандиционным сахаром в крови?|Менее 140 мг / дл (7,8 ммоль / л)|менее 125 мг / дл (6,9 ммоль / л)|менее 160 мг / дл (8,9 ммоль / л)|0,0
1560|Что значит долго в зубе?|Старый|утомительный|мудрый|0.0
1561|Только три группы земельных существ получают полости - люди, домашние животные, содержащиеся людьми, и эта группа.|Грызуны|медведи|Тигры|1.0
1562|Что из следующего наименее вероятно, вызвать распад зубов в соответствии с американской стоматологической ассоциацией?|картофельные чипсы|хлебные острова|Простые сахара|2.0
1563|Какое утверждение относительно змей верно?|Все змеи имеют зубы, но не все змеи имеют клыки.|Все морские змеи имеют клыки.|Все змеи имеют клыки.|0.0
1564|Какое утверждение не соответствуетству?|Когда горилла злой, это показывает зубы.|У комаров есть зубы.|Статуя зубов Libertys ширина на 3 фута.|0.0
1565|Orin Scivello - это имя вымышленного стоматолога в этом фильме, который был сделан в пьесе. Стив Мартин изобразил его в ремесленном фильме.|Оз|Маленький магазин ужасов|Моя семья|1.0
1566|В триллере 1976 года, как сэр Лоуренс Оливье персонажи, участвуют в Дустин Хоффманы персонажи, не согласованные зуба, он просит Хафманс Характер этого вопроса.|Это безопасно?|Они придут?|Где есть драгоценности?|0.0
1567|Какая из этих архитектурных стилей является самым ранним?|Готический|Греческий|Ренессанс|1.0
1568|Позволяет сказать, что статистический анализ народа Соединенных Штатов показывает, что техасцы в среднем выше, и что техасцы также находятся в среднем более богаче. Какой вывод может один розыгрыш из этого результата?|Там может быть или не может быть отношения между высокими и богатыми.|Быть богатым приводит к тому, чтобы быть высоким.|Быть высоким ведущим, чтобы быть богатым.|0.0
1569|Давайте скажем, что вы проводили опрос народа Соединенных Штатов, чтобы узнать, насколько популярен президент. Вы случайно выбираете людей, чтобы позвонить, и заставить 1000 телефонных звонков людей, разбросанных по всей стране. В этом исследовании, чтоСрок статистики для людей в США, а какой член статистики для людей, которых вы позвонили?|Народ США население, и люди, которых вы назвали образцом.|Народ США - это образец, а люди, которых вы назвали населением.|Оба народа США и народаназывается популяцией.|0,0
1570|Позволяет сказать, что вы хотите знать, эффективно ли лекарство от простуды простуды. Вы берете 1000 человек с простудой и разделите их на 2 группы в 500. Вы даете лекарства от одной группы, а также плацебо к другой группе, Чтобы сделать это двойное слепое исследование, что бы вам сделать?|Скрыть у пациентов, так и экспериментаторов, таблетки которых являются лекарствами, и какие таблетки являются плацебо.|Не говорите администраторам эксперимента, выдают ли они препараты или плацебо.||
1571|Что приговор, корреляция не подразумевает причин., Значит?|Две ошибки не делают правильно.|Тот факт, что 2 явления коррелированы, не означает, что один из них вызывает другой.|Ничего из них|1.0
1572|Какое из следующих определений является определение режима?|Режим - это значение, которое имеет наибольшую частоту.|Режим - это значение, которое половина записей ниже и половина записей выше.|Режим является наибольшее значение.|0,0
1573|Какая из следующих определений является определение среднего?Среднее значение - это значение, которое половина записей ниже, а половина записей выше.|Среднее значение - это среднее значение, рассчитанное путем добавления всех значений и разделение на количество записей.|Среднее значениеимеет высочайшую частоту.|1.0|
1574|Какое из следующих определений является определение медиана?|Медиана - это значение, на которую половина записей ниже и половина записей выше.|Среднее значение - это значение, которое имеет наибольшую частоту.|Среднее среднее значение, рассчитанное путем добавления всех значений и разделение наколичество записей.|0.0
1575|Что такое нормальная кривая?|На гоночной трассе, если радиус поворота постепенного поворота превышает Pi / 2, то это нормальная кривая.|Если частота возникновения чего-либо сгруппирована вокруг среднего, а его граф в форме колокола, затемЭто нормальная кривая.|Если среднее, психически здоровое лицо рисует дугу, то образуется шаблон, называется нормальной кривой.|1.0
1576|Липитор и Zocor - это два популярных бренда, которые подпадают под каким классом по снижению наркотиков холестерина?|Статины|цитраты|гидрохлориды|0,0
1577|Какая смертельная и инфекционная болезнь, которая чаще всего атакует легкие, раньше называлось потреблением?|Туберкулез|корь|Changing Cough|0.0
1578|Какую известную медсестру 19-го века набрал моникерскую леди с лампой во время крымской войны?|Молли кувшин|Флоренция Научницы|Кэрри Нация|1.0
1579|В 2009 году Томас Р. Фриден, МД предположил в офисе в качестве директора этого агентства Департамента здравоохранения И.С. У..С., Расположенный недалеко от Атланты, Грузии.|Клиника Майо|Управление пищевыми продуктами и лекарствами|Центры для предотвращения контроля заболеваний (CDC)|2.0
1580|Какая нервная система заболевания, характеризующаяся симптомами тяжелой летаргии и усталости, в основном вызвана отсутствием витамина B1 (тиамина) в рационе?|Цинги|рахиты|Берибер|2.0
1581|Также известно, что ее рекордная поездка по всему миру, каким американским журналистом является фанатом, чтобы изучить психическое учреждение изнутри?|Нелли Bly|Gertrude Ederle|Lizzie Borden|0.0
1582|Планета Юпитер была названа в честь главного Бога в римской мифологии. Как называется его греческий коллег?|Аполлон|Зевс|Арес|1.0
1583|Сколько лет земли возьмут для Юпитера, чтобы завершить одну орбиту вокруг солнца?|10,5 лет|22,4 года|11,8 лет|2.0
1584|Планета Юпитер Орбит Солнце в среднем расстоянии от того, сколько километров?|77 800 000|778 000|778 000 000|2.0
1585|Какой известный ученый обнаружил Юпитеров четыре крупнейших спутника?|Galileo Galilei|Джованни Касини|Йояннес Кеплер|0.0
1586|Какой элемент является атмосферой Юпитера в основном состоит из?|Неоновый|гелий|водород|2.0
1587|Каким был первый космический корабль, чтобы летать Юпитером?|Pioneer 10|Voyager 1|Pioneer 11|0.0
1588|В каком штате есть город называется Юпитер?|Грузия|Флорида|Аляска|1.0
1589|Сколько генов содержат человеческая ДНК?|Около 200 000|около 80 000|около 8 000|1.0
1590|Какой самый большой орган в человеческом теле?|Кожа|желудок|Ни один из них|0.0
1591|Какова основная функция ириса глаза?|Он защищает склеру от травм.|Он защищает объектив от травм.|Он контролирует количество света, достигающего сетчатки.|2.0
1592|Какая часть глаза обычно называют белым глазами?|Конъюнктива|склера|все эти|1.0
1593|Роговица глаза - это прозрачная фронтальная часть, которая покрывает ирис, зрачок и переднюю камеру. Какое из этих утверждений верно в отношении роговицы?|Роговица не имеет кровеносных сосудов.|Все эти|Прикосновение роговицы вызывает непроизвольный рефлекс, чтобы закрыть веко.|1.0
1594|На каком этапе развития плода делают ресницы?|Между 7-й и 8-й неделей|около 26-й недели|между 13 и 14 неделями|0,0
1595|Какой из них является медицинским термином, который относится к плачению?|Юморинг|Лактация|Лачена|2.0
1596|Средний размер нормального человеческого глаза обычно сравнивается с размером этого объекта.|Абрикос|орех|мяч для гольфа|2.0
1597|Какой из них не является типом конического сечения?|Рэй|Гипербола|Круг|0,0
1598|Какой тип конической секции будет это математическое уравнение производить: (x ^ 2) / 4 + (y ^ 2) / 9 = 81?|Линия|круг|эллипс|2.0
1599|Какой тип конической секции будет это уравнение выходом: (x ^ 2) / 9- (y ^ 2) / 4 = 81?|Гипербола|Рэй|Линия|0.0
1600|Какой тип конической секции будет доходность: y = 3x ^ 2-9|Линия|Parabola|Рэй|1.0
1601|Немецкий астроном Йоханнес Кеплер показал, что планеты окружают солнце в этом типе пути.|Эллипс|Рэй|Круг|0,0
1602|Многие микрофоны используют эту форму из-за его специфических свойств.|Эллипс|Парабола|Круг|1.0
1603|Какое из этих утверждений о конических разделах верна?|Каждый круг - эллипс.|Каждый парабола - эллипс.|Каждый конус - это парабола.|0,0
1604|Только одно из этих утверждений о конических разделах верно. Какой из них?Если линия пересекает коническую секцию, то он пересекает коническую секцию в ровно в двух точках.|Если линия пересекает коническую секцию, он пересекает его по меньшей мере две точки.|Линия, которая пересекает круг в точно в одной точке.называется тангентом.|2.0|
1605|В каком году был представлен iPod?|2001|2003|2008|0.0
1606|Сколько песен занимает 80 гигабайтных iPod?|45 000|28 000|20 000|2.0
1607|Что из следующего не является сетевым протоколом уровня 4 (транспортный уровень)?|TCP|RIP|УДП|1.0
1608|Какая из этих команд вернет IP-адрес узла Windows® Computers IP, маска подсети и информацию о том, была ли она по назначению через DHCP и как долго аренды?|ifconfig / all|ipconfig|ipconfig /all|2.0
1609|Что означает ADSL?|Асимметричная цифровая абонентская линия|асинхронная цифровая абонентская линия|асинхронная подписчика сбора подписчика|0,0
1610|Что из следующего лучше всего подходит для сетевого кабеля, который должен работать рядом с электрическими линиями или цветонесцентным освещением?|Волоконно-оптический кабель|UTP|STP|0.0
1611|Вам понадобится этот тип для карты памяти, если вы хотите расширить Nokia 7710.|XD карта памяти|карта MMC|SD-карта памяти|1.0
1612|Какая из этих моделей Siemens есть встроенная камера?|SF65|M56|S56|0.0
1613|Это устройство довольно полезно, если вы должны пройти милю в темноте.|Мобильный светодиодный свет|Bluetooth Автомобильная трубка|Мобильный ультрафиолетовый детектор денег|0.0
1614|Меркурий был назван в честь римского посланника богов. Как называется соответствующего Бога в греческой мифологии?|Зевс|Гермес|Гера|1.0
1615|Что такое диаметр планеты ртути?|10,787 км / 6,702 миль|983 км / 610 миль|4,878 км / 3 031 км|2.0
1616|Каким был первый космический корабль для изучения планеты Меркурий?|Mariner 10|Voyager 2|Mariner 11|0.0
1617|Сколько времени нужно для планеты ртути на орбиту солнца один раз?|88 дней|2 года|44 дня|0.0
1618|Какой элемент содержит более половины массы ртути?|Свинец|железо|никель|1.0
1619|Крупнейший известный влиятельный кратер на Меркурий назван тем, что?|Caloris бассейн|Olympus Mons|Tycho Crater|0.0
1620|Что значит температура на поверхности ртути?|-10 градусов по Фаренгейту / -23 градуса по Цельсию|333 градуса по Фаренгейту / 167 градусов по Цельсию|212 градусов по Фаренгейту / 100 градусов по Цельсию|1.0
1621|Жемчужины приходят во многих формах и размерах. Какой термин относится к жемчужему с нерегулярными формами?|Жемчуг баклажана|жемчуг барокко|Все эти|1.0
1622|Жемчужина может быть выпущена естественным путем практически любого моллюска. Что вызывает процесс формирования жемчуга?|Раздражительные частицы|изменения химического состава воды.|Феромоны|0,0
1623|Делюшение жемчуга зависит от количества и толщины слоев NACTRE. Какие из этих комбинаций обеспечивают самую распространенную жемчую?|Большое количество слоев, которые настолько тонкие, насколько это возможно|много слоев, которые настолько толстые, насколько это возможно|небольшое количество слоев, которые очень толстые|0,0
1624|Какая из этих жемчуг самым ценным в мире?|Натуральные жемчужины с самыми необычными формами|натуральные жемчужины, которые являются идеально сферическими|культивированные жемчужины с сферической формой|1.0
1625|Какая из этих методов является надежным способом отличить натуральную жемчужину от культивируемого и фальшивого?|Потирание жемчужины на зубах|рентгенография|Все эти|2.0
1626|В каком из этих необычных цветов приходят натуральные жемчужины?|Синий|зеленый|все эти|2.0
1627|Группа витаминов B, когда-то считалась одним витамином. Существует восемь официально признанных витаминов B, называемых витамином В комплекс. Что из следующего не является витамином из группы B?|B12|B5|B4|2.0
1628|Что из них не входит в число систем человеческого тела, что витамины группы B в основном приносят пользу?|Кардио сосудистые|иммунные|дыхательные|2.0
1629|Витамин B2 имеет какое из этих интересных свойств?|Это может быть поглощено только через кожу.|Его можно найти во всех трех физических условиях вещества.|Это флуоресцентный под ультрафиолетом.|2.0
1630|Фолиевая кислота, составное соединение, особенно важное в течение периодов подразделения и роста быстрой клеток, коммерчески известно под названием?|Витамин B7|Витамин B9|Витамин B1|1.0
1631|Ниацин, также известный как витамин B3 или никотиновая кислота, является витамином, который может быть синтезирован тем, какой орган?|Сердце|почки|печень|2.0
1632|Мегалобластическая анемия - это тип анемии, в которой среди костных мозг эритроцитов начинают появляться многие незрелые и дисфункциональные. Дефицит которых два витамина комплексной группы B приводит к этому расстройству?|B9 и B12|B1 и B2|B4 и B1|0.0
1633|Какая из этих медицинских условий вызвана рицином, найденным в Castor Beans?|Смерть|все эти|тяжелая диарея|1.0
1634|В какой части яблока найден токсичные соединения цианогенные гликозиды?|Семена|Цветы|Кожа фруктов|0.0
1635|Какой атомный номер имеет кальций?|21|22|20|2.0
1636|Что из этого является правильным атомным числом химического элемента актиния?|99|89|79|1.0
1637|Что такое атомное количество неона?|11|13|10|2.0
1638|Что такое звезда в центре Солнечной системы, называемой римлянами?|Гелиос|Соль|Aredid|1.0
1639|Что из этого является поверхностной температурой солнца?|11450 градусов по Фаренгейту|7450 градусов по Фаренгейту|9950 градусов по Фаренгейту|2.0
1640|Какая из этих частей солнца самая теплая?|Corona|Photosphere|Известности|0.0
1641|Солнце имеет сколько раз диаметр земли?|150|110|100|1.0
1642|В среднем, как долго длится цикл Sunspot?|10,4 года|11,1 года|14.8 лет|1.0
1643|Какой из перечисленных зондов НАСА сделал ближайший подход к солнцу?|Helios 2|Сохо|Ни один из них|0.0
1644|Сколько наземных масс солнце?|395 000 масс земли|330 000 масс земли|310 000 масс земли|1.0
1645|Что такое размер Марса по сравнению с размером земли.|Две планеты нельзя сравнить. Они одинаковы размер.|Марс меньше земли.|2.0|
1646|Какова средняя температура на марсианской поверхности?|23 градусов по Цельсию|-23 градуса по Цельсию|0 градусов Цельсия|1.0
1647|Что из них присутствует в чечевице?|диетическое волокно|folate|Все эти|2.0
1648|Что из этого называется полезным в снижении отека от укусов пчелы?|Тыква|Pinto Beans|Лук|2.0
1649|Что из следующего является основным источником железа, что помогает нести кислород к тканям?|Брокколи|изюм|лимоны|1.0
1650|Этот витамин, известный как пантотеновой кислотой, находится в некоторых продуктах для ухода за волосами и кожей.|C|B12|B5|2.0
1651|Отсутствие этого витамина может вызвать себорею и сухую кожу.|Витамин B6|Витамин Дж. Витамин D|0,0|
1652|Какие из следующих витаминов известны как фолиевая кислота?|Витамин B6|Витамин B9|Витамин B2|1.0
1653|Витамин B12, который связан с ростом волос и прочностью, может быть получен из какой пищи?|Все эти|молочные продукты и яичные желтки|морепродукты|0,0
1654|Какое из следующих утверждений верно в отношении витамина С, который находится в основном в цитрусовых и ягод?|Это сохраняет кровеносные сосуды.|Все эти|это предотвращает выпадение волос.|1.0
1655|Что такое скорость света в вакууме?|500 000 км / с|300 000 км / с|200 000 км / с|1.0
1656|Сколько раз может путешествовать электромагнитную волну по всему миру за одну секунду?|7|3|5|0.0
1657|Свет замедляется в этом объекте и заставляет его выглядеть согнутыми.|стекло|лампа|вода|2.0
1658|Сатурн - это римское название греческого титана Кронуса. Кто является сыном Cronus?|Зевс|Нептун|Аполлон|0.0
1659|Сатурны самые большие луны известны под каким именем?|Titan|Europa|Ganymede|0.0
1660|Pioneer 11 был первым космическим кораблем для изучения Сатурна в этом году.|1976|1975|1979|2.0
1661|Как называется космический корабль, который въехал в Saturns Orbit в 2004 году?|Pioneer 11|Кассини|Voyager 2|1.0
1662|Атмосфера Сатурна состоит в основном из какого элемента?|Озон|водород|метан|1.0
1663|На какую дату была обнаружена планета Нептуна?|23 сентября 1846 года.|19 августа 1901 года.|3 мая 1865 года.|0,0
1664|Сколько лун имеет нептун?|3|13|ни один|1.0
1665|Как долго проходит Нептун на орбиту солнца один раз?|211 лет|165 лет|89 лет|1.0
1666|Как долго один день на планете Нептун?|Чуть более 23 часов|чуть более 16 часов|чуть менее 17 часов|1.0
1667|Как называется фильм на наушниках 1997 года, в главной роли Сэм Нил, который происходит на орбите вокруг планеты Нептуна?|Горизонт событий|Alien 3|Черная дыра|0,0
1668|Это единственный стабильный химический элемент, атом которого может не содержать нейтроны вообще в его ядре?|Оксиген-1|гидроген-1|Такого элемента нет.|1.0
1669|Что определяет количество нейтронов в ядре атома?|Изотоп элемента|облигации элементы формируют|заряд ионов элемента|0,0
1670|Что из следующего определяет, к какому химическому элементу принадлежит определенный атом?|Количество протонов|количество электронов|количество нейтронов|0,0
1671|Что определяет атомное число атома?|Все это|Его количество протонов|Его электрический заряд|1.0
1672|Какое из этих утверждений верно в отношении паразитов в целом?|Они обычно намного меньшие, что их хозяин.|Они очень специализированные организмы.|Все эти|2.0
1673|Какое из этих утверждений верно в блохе, хорошо известном внешнем паразите?|Они имеют боковых сжатых тел.|Все эти|у них нет крыльев.|1.0
1674|Какое животное является основным хозяином прощезановой токсоплазмы Gondii, который вызывает токсоплазмоз?|Голубь|кот|летать|1.0
1675|Какие организмы вызывают паразитарную инфекцию, известную как стригущий червь?|Все эти|грибы|клещи|1.0
1676|Какая из этих заболеваний вызвана африканской мухой Tetse?|Нагана|Спящая болезнь|Все эти|2.0
1677|Какая из этих утверждений не соответствует головной вошь, которая является эктопаразитом у людей?|Это не может летать. У него есть две антенны на голове.|У него есть восемь мощных ног, специализирующихся для прыжка.|2.0|
1678|Лосось высока, в котором из них?|белок|омега-3 жирные кислоты|все эти|2.0
1679|Что содержат авокадо?|Медь и марганец|витамины B, витамин К, витамин Е и витамин С|Все эти|2.0
1680|В 650BC отец медицины, Гиппократ, рекомендовал ему облегчить боль в животе.|Соевая|ни один из них|льняная|2.0
1681|Это часть микроскопа, в которой находится объектив.|Цели|тесто для тела|глазные или окуляр|2,0
1682|Эта часть позволяет наклонить микроскопа на разных углах.|Наклон сустава|регулировка ручки|сценическая клип|0,0
1683|Какую часть микроскопа удерживает пробирку на рисовать?|База|руки|тело трубки|2.0
1684|Эта часть микроскопа поддерживает стеклянную слайд и образец.|Вращающаяся часть носа|сценическая клип|Нарисуйте трубу|1.0
1685|В какой части человеческого тела были шнурами Billroth?|Диафрагма|селезенка|сердца|1.0
1686|В какой части тела человеческого тела может быть найден у некоторых людей?|Ухо|язык|нос|0.0
1687|В какой части человеческого тела находятся так называемый пакет Дугласа?|Таз|аорта|желудок|0.0
1688|Где в организме человека находится орган Гольгий?|В сухожилиях|внутри мозга|внутри клетки|0,0
1689|Какой тип анатомических структур состоит ли круг Уиллиса?|Артерии|все эти|вены|0.0
1690|Так называемые Mcburneys Point расположены в этой части человеческого тела.|Грудная клетка|нога|живота|2.0
1691|Согласно свойствам, которые он экспонирует, свет определяется как что?|Электромагнитная волна|как волна, так и частицы|Живой организм|1.0
1692|Какое свойство света может изменить его значение, когда луч света пересекает границу между вакуумом и другой средой или между двумя разными средствами носителя?|Ни один из них|поляризация|длина волны|2.0
1693|Какая из этих термических выбросов света является самым редким в природе?|Они все одинаково частые|синий термический излучение|красная термическая эмиссия|1.0
1694|Мы смотрим телевизор, благодаря чему из этих процессов образуют свет?|Фиболюминесценция|биолюминесценция|катодолуминесценция|2.0
1695|Какова температура ядра солнца?|15 000 000 градусов по Цельсию|70 градусов по Цельсию|15 000 000 градусов по Фаренгейту|0.0
1696|Что такое ртуть, венера, земля и Марс, в основном из?|газ|рок|ни один из них|1.0
1697|Какова была вторая планета от солнца под названием греков?|Афродита|Фосфор|Все эти|2.0
1698|Что такое максимальное удлинение Венеры?|48,7 градусов|47,8 градуса|24,5 градуса|1.0
1699|Венера самая большая, когда она находится на какой фазе?|Половина|полный|полумесяц|2.0
1700|Атомы того типа химических элементов имеют полный набор валентных электронов - 8?|Благородные газы|Хлориды|Соли|0,0
1701|Что сделала лабораторию CERN в Женеве, Швейцарии, производить впервые в 1996 году?|Антимэттер|атом без электронов|черная дыра|0,0
1702|Что такое ветвь физики под названием атомная физика?|Все эти|атом как изолированная система электронов и ядра|ядерная энергия|1.0
1703|Что происходит с электроном, который поглотил определенное количество энергии, которое, хотя и меньше энергии, необходимой для его удаления из атома?|Входит в возбужденное состояние|ничего|распады|0.0
1704|Как называются орбиты, в которых проживают электроны атома?|Электронные оболочки|Электронные орбиты|Электронные пути|0,0
1705|В химии и физике, что мы называем свободными радикалами?|Атомы, свободные от электронов|атомы не часть молекулы|атомы по крайней мере один неспаренный электрон|2.0
